Shader Name,Compiled,Graphics API,Stage,Pass Type,Pass Name,Keywords,Platform Keywords,Requirements
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _HDR_GRADING, _FILM_GRAIN, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _TONEMAP_ACES, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _HDR_GRADING, _FILM_GRAIN, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _TONEMAP_ACES, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _HDR_GRADING, _FILM_GRAIN, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _TONEMAP_ACES","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _FILM_GRAIN, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _FILM_GRAIN, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _FILM_GRAIN, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _FILM_GRAIN","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _FILM_GRAIN","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _FILM_GRAIN, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _FILM_GRAIN, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_ACES, _FILM_GRAIN, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _HDR_GRADING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _FILM_GRAIN, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _FILM_GRAIN, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _FILM_GRAIN, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _FILM_GRAIN","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _FILM_GRAIN","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _FILM_GRAIN, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _FILM_GRAIN, _DITHERING","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_LQ, _TONEMAP_NEUTRAL, _FILM_GRAIN, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_LQ_DIRT","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_HQ","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_USE_DRAW_PROCEDURAL, _CHROMATIC_ABERRATION, _BLOOM_HQ, _TONEMAP_NEUTRAL, _FILM_GRAIN, _DITHERING, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
"Hidden/Universal Render Pipeline/UberPost","False","D3D","Fragment","Normal","UberPost","_DISTORTION, _BLOOM_HQ, _LINEAR_TO_SRGB_CONVERSION","UNITY_ENABLE_REFLECTION_BUFFERS, UNITY_USE_DITHER_MASK_FOR_ALPHABLENDED_SHADOWS, UNITY_PBS_USE_BRDF1, UNITY_SPECCUBE_BOX_PROJECTION, UNITY_SPECCUBE_BLENDING, UNITY_ENABLE_DETAIL_NORMALMAP, SHADER_API_DESKTOP, UNITY_LIGHT_PROBE_PROXY_VOLUME, UNITY_LIGHTMAP_RGBM_ENCODING","BaseShaders, Derivatives"
